seller,buyer,post_id,buyer_comment_id,seller_comment_id,buyer_comment_time,seller_comment_time,rule,confidence,confidence_score
Objective_Level6025,POD85831,1qyxi44,o46ylgv,o47801g,2026-02-08 03:21:52+00:00,2026-02-08 04:25:41+00:00,seller_confirmed,high,1.0
Objective_Level6025,StackDaddy1977,1qyxi44,o46zbju,o475x97,2026-02-08 03:26:41+00:00,2026-02-08 04:11:03+00:00,seller_confirmed,high,1.0
stackinggold,stankc,1qyzpfp,o47ay7b,o47e8mw,2026-02-08 04:47:17+00:00,2026-02-08 05:12:19+00:00,seller_confirmed,high,1.0
stackinggold,Jayciferx,1qyzpfp,o47fcf6,o47hqxl,2026-02-08 05:21:02+00:00,2026-02-08 05:40:18+00:00,seller_confirmed,high,1.0
stackinggold,Objective_Cry_4818,1qyzpfp,o47bb2t,o47edz5,2026-02-08 04:49:58+00:00,2026-02-08 05:13:30+00:00,seller_confirmed,high,1.0
stackinggold,chafingNip,1qyzpfp,o47cit9,o47eg3r,2026-02-08 04:59:08+00:00,2026-02-08 05:13:58+00:00,seller_confirmed,high,1.0
stackinggold,Diligent-Double5032,1qyzpfp,o47ghrm,o47otzv,2026-02-08 05:30:05+00:00,2026-02-08 06:41:45+00:00,seller_confirmed,high,1.0
stackinggold,getmakapiapia,1qyzpfp,o47gse0,o47hio5,2026-02-08 05:32:26+00:00,2026-02-08 05:38:23+00:00,seller_confirmed,high,1.0
xxSpeedysxx,TheDude5777,1qyy1ri,o470hp3,o472bq6,2026-02-08 03:34:24+00:00,2026-02-08 03:46:29+00:00,seller_confirmed,high,1.0
xxSpeedysxx,aezekiel_121,1qyy1ri,o470kt1,o472c6n,2026-02-08 03:34:58+00:00,2026-02-08 03:46:34+00:00,seller_confirmed,high,1.0
xxSpeedysxx,TemperatureOk8729,1qyy1ri,o471m19,o473mp9,2026-02-08 03:41:46+00:00,2026-02-08 03:55:21+00:00,seller_confirmed,high,1.0
CoolaidMike84,stillwaters23,1qy151x,o40fq30,o40h8z8,2026-02-07 02:07:36+00:00,2026-02-07 02:16:58+00:00,seller_confirmed,high,1.0
CoolaidMike84,keysandpeeles,1qy151x,o412x88,o413r9c,2026-02-07 04:40:24+00:00,2026-02-07 04:46:30+00:00,seller_confirmed,high,1.0
ZekNaemazza,Stingingjwc18,1qy2dkf,o40ok7j,o413kyk,2026-02-07 03:02:40+00:00,2026-02-07 04:45:12+00:00,seller_confirmed,high,1.0
ZekNaemazza,West-Boysenberry1596,1qy2dkf,o40otzx,o4185dg,2026-02-07 03:04:26+00:00,2026-02-07 05:19:30+00:00,seller_confirmed,high,1.0
ZekNaemazza,EqualityIsAFalseGod1,1qy2dkf,o40p08n,o4188bk,2026-02-07 03:05:32+00:00,2026-02-07 05:20:07+00:00,seller_confirmed,high,1.0
ZekNaemazza,rickmoney21,1qy2dkf,o40pw54,o417v34,2026-02-07 03:11:13+00:00,2026-02-07 05:17:16+00:00,seller_confirmed,high,1.0
ZekNaemazza,ColumbusJewBlackets,1qy2dkf,o40wdlm,o46g92y,2026-02-07 03:53:57+00:00,2026-02-08 01:25:35+00:00,seller_confirmed,high,1.0
ZekNaemazza,CoinSmiths,1qy2dkf,o41ujpd,o46gb92,2026-02-07 08:39:55+00:00,2026-02-08 01:25:57+00:00,seller_confirmed,high,1.0
CrazyRusFW,CuatesDeSinaloa,1qxvtde,o40c6qf,o40dg2v,2026-02-07 01:45:58+00:00,2026-02-07 01:53:41+00:00,seller_confirmed,high,1.0
Objective-Cap-7697,M4nuel20,1qy32li,o40vcoq,o40x31k,2026-02-07 03:47:02+00:00,2026-02-07 03:58:44+00:00,seller_confirmed,high,1.0
Objective-Cap-7697,Grundogg,1qy32li,o40yjf7,o40z3sp,2026-02-07 04:08:54+00:00,2026-02-07 04:12:54+00:00,seller_confirmed,high,1.0
Objective-Cap-7697,Travelnf,1qy32li,o42gvc7,o42u5go,2026-02-07 12:12:07+00:00,2026-02-07 13:44:48+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,ChristopherKnowledge,1qy028k,o407nob,o40mzd8,2026-02-07 01:17:57+00:00,2026-02-07 02:52:47+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,TurdyMcTurdson,1qy028k,o408tgr,o40mwjy,2026-02-07 01:25:01+00:00,2026-02-07 02:52:18+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Bryanm1125,1qy028k,o407spx,o40n21u,2026-02-07 01:18:48+00:00,2026-02-07 02:53:15+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,BarkingIron0408,1qy028k,o4082l3,o40n89h,2026-02-07 01:20:28+00:00,2026-02-07 02:54:20+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Powernick50,1qy028k,o408r1f,o40na98,2026-02-07 01:24:36+00:00,2026-02-07 02:54:40+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,ParticularHour1926,1qy028k,o40l8dx,o40s44l,2026-02-07 02:41:57+00:00,2026-02-07 03:25:28+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Academic-Brief47,1qy028k,o450d4g,o4513hp,2026-02-07 20:26:06+00:00,2026-02-07 20:30:06+00:00,seller_confirmed,high,1.0
xxSpeedysxx,JestLookatDat,1qx1oko,o3t9a13,o3tahjb,2026-02-05 23:58:58+00:00,2026-02-06 00:05:45+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Snoo-35905,1qx1oko,o3t9ffk,o3tdbz8,2026-02-05 23:59:48+00:00,2026-02-06 00:22:01+00:00,seller_confirmed,high,1.0
GregHutch1964,jackrazorr,1qxjjiy,o3wx989,o3y3c89,2026-02-06 15:17:41+00:00,2026-02-06 18:37:16+00:00,seller_confirmed,high,1.0
GregHutch1964,Obsolete-guy,1qxjjiy,o3wrr7f,o3y3es1,2026-02-06 14:50:04+00:00,2026-02-06 18:37:36+00:00,seller_confirmed,high,1.0
GregHutch1964,Shittypasswordmemory,1qxjjiy,o3wrtdu,o3y3fnt,2026-02-06 14:50:22+00:00,2026-02-06 18:37:43+00:00,seller_confirmed,high,1.0
GregHutch1964,Next-Brief3132,1qxjjiy,o3wru77,o3y3gmi,2026-02-06 14:50:29+00:00,2026-02-06 18:37:50+00:00,seller_confirmed,high,1.0
GregHutch1964,Adventurous-End5580,1qxjjiy,o3wrv0z,o3ximfl,2026-02-06 14:50:37+00:00,2026-02-06 16:58:38+00:00,seller_confirmed,high,1.0
GregHutch1964,Unruly_archetype,1qxjjiy,o3wrxq3,o3y3j6b,2026-02-06 14:51:00+00:00,2026-02-06 18:38:10+00:00,seller_confirmed,high,1.0
GregHutch1964,CaptainJohnsLog,1qxjjiy,o3ws0q7,o3y1e0c,2026-02-06 14:51:25+00:00,2026-02-06 18:28:02+00:00,seller_confirmed,high,1.0
GregHutch1964,Timely_Safety_370,1qxjjiy,o3ws0um,o3y3lc7,2026-02-06 14:51:26+00:00,2026-02-06 18:38:27+00:00,seller_confirmed,high,1.0
GregHutch1964,Klutzy_Turnip_3011,1qxjjiy,o3ws17x,o3y3m1o,2026-02-06 14:51:29+00:00,2026-02-06 18:38:33+00:00,seller_confirmed,high,1.0
GregHutch1964,jangale84,1qxjjiy,o3ws4ps,o3y3ng6,2026-02-06 14:51:59+00:00,2026-02-06 18:38:44+00:00,seller_confirmed,high,1.0
GregHutch1964,JestLookatDat,1qxjjiy,o3wskj9,o3xiqqk,2026-02-06 14:54:11+00:00,2026-02-06 16:59:11+00:00,seller_confirmed,high,1.0
GregHutch1964,chafingNip,1qxjjiy,o3wsn13,o3y3odu,2026-02-06 14:54:32+00:00,2026-02-06 18:38:51+00:00,seller_confirmed,high,1.0
GregHutch1964,mabbmax,1qxjjiy,o3wszki,o3y3p53,2026-02-06 14:56:16+00:00,2026-02-06 18:38:57+00:00,seller_confirmed,high,1.0
GregHutch1964,rlaw66,1qxjjiy,o3wt8nb,o3y3ptn,2026-02-06 14:57:32+00:00,2026-02-06 18:39:03+00:00,seller_confirmed,high,1.0
GregHutch1964,WillyP17,1qxjjiy,o3wusxs,o3y3u0u,2026-02-06 15:05:29+00:00,2026-02-06 18:39:36+00:00,seller_confirmed,high,1.0
GregHutch1964,POD85831,1qxjjiy,o3wwypw,o3y4g0w,2026-02-06 15:16:15+00:00,2026-02-06 18:42:28+00:00,seller_confirmed,high,1.0
GregHutch1964,HoreDonTheBad,1qxjjiy,o3wxlv4,o3y4lfo,2026-02-06 15:19:23+00:00,2026-02-06 18:43:12+00:00,seller_confirmed,high,1.0
GregHutch1964,klast213,1qxjjiy,o3xwy9x,o3y15gi,2026-02-06 18:07:07+00:00,2026-02-06 18:26:55+00:00,seller_confirmed,high,1.0
FeistyAd7976,aezekiel_121,1qwb1j5,o3nrqmz,o3ns5fy,2026-02-05 04:08:04+00:00,2026-02-05 04:10:45+00:00,seller_confirmed,high,1.0
FeistyAd7976,ProperDiscussion,1qwb1j5,o3nvjep,o3o6xrt,2026-02-05 04:33:19+00:00,2026-02-05 05:56:10+00:00,seller_confirmed,high,1.0
FeistyAd7976,jerrymineer93,1qwb1j5,o3nvool,o3o6yyc,2026-02-05 04:34:18+00:00,2026-02-05 05:56:26+00:00,seller_confirmed,high,1.0
FeistyAd7976,RaphTheTurtle,1qwb1j5,o3nwzcq,o3o6zdy,2026-02-05 04:43:04+00:00,2026-02-05 05:56:32+00:00,seller_confirmed,high,1.0
rooneyskywalker,Excellent_Horse2903,1qw6i3h,o3mt8i1,o3odg2l,2026-02-05 00:46:01+00:00,2026-02-05 06:51:16+00:00,seller_confirmed,high,1.0
rooneyskywalker,BuggeroffIm50,1qw6i3h,o3mtomk,o3odgp5,2026-02-05 00:48:30+00:00,2026-02-05 06:51:24+00:00,seller_confirmed,high,1.0
rooneyskywalker,dricet77,1qw6i3h,o3mtzs8,o3r895q,2026-02-05 00:50:14+00:00,2026-02-05 18:01:43+00:00,seller_confirmed,high,1.0
rooneyskywalker,Intelligent-Guava225,1qw6i3h,o3muqhs,o3odpn5,2026-02-05 00:54:24+00:00,2026-02-05 06:53:32+00:00,seller_confirmed,high,1.0
pandeesh,deadstead2,1qwaxqe,o3ru2gm,o3sa5fi,2026-02-05 19:42:01+00:00,2026-02-05 20:58:46+00:00,seller_confirmed,high,1.0
pandeesh,BudgetSympathy1488,1qwaxqe,o3nvkki,o3nwspm,2026-02-05 04:33:33+00:00,2026-02-05 04:41:48+00:00,seller_confirmed,high,1.0
SilverGram90,Objective_Cry_4818,1qvdah8,o3gt8ok,o3gy7cr,2026-02-04 03:22:54+00:00,2026-02-04 03:53:04+00:00,seller_confirmed,high,1.0
SilverGram90,PickleBall_Bandit,1qvdah8,o3gsr4d,o3gvm2s,2026-02-04 03:20:02+00:00,2026-02-04 03:37:07+00:00,seller_confirmed,high,1.0
SilverGram90,OminiousMetal7443,1qvdah8,o3gt3r5,o3jmfq3,2026-02-04 03:22:05+00:00,2026-02-04 15:31:09+00:00,seller_confirmed,high,1.0
SilverGram90,Vegetable_Lead_9110,1qvdah8,o3gtgy2,o3gvngx,2026-02-04 03:24:16+00:00,2026-02-04 03:37:21+00:00,seller_confirmed,high,1.0
SilverGram90,aboutme9713,1qvdah8,o3gv6en,o3hgzor,2026-02-04 03:34:27+00:00,2026-02-04 06:05:16+00:00,seller_confirmed,high,1.0
SilverGram90,InspectionArtistic69,1qvdah8,o3gxgj6,o3hh18q,2026-02-04 03:48:28+00:00,2026-02-04 06:05:37+00:00,seller_confirmed,high,1.0
SilverGram90,jangale84,1qvdah8,o3gz8cf,o3hh2cq,2026-02-04 03:59:30+00:00,2026-02-04 06:05:52+00:00,seller_confirmed,high,1.0
Objective_Level6025,NoComfort8766,1qvukb3,o3k9wrn,o3kawxk,2026-02-04 17:19:12+00:00,2026-02-04 17:23:51+00:00,seller_confirmed,high,1.0
CrazyRusFW,rootkode,1qv7kp0,o3fkz1i,o3fl28c,2026-02-03 23:15:37+00:00,2026-02-03 23:16:05+00:00,seller_confirmed,high,1.0
CrazyRusFW,docd8404,1qv7kp0,o3fldst,o3flpor,2026-02-03 23:17:49+00:00,2026-02-03 23:19:35+00:00,seller_confirmed,high,1.0
rooneyskywalker,enerses,1qud96j,o39c2tt,o39ws7n,2026-02-03 00:50:01+00:00,2026-02-03 02:47:51+00:00,seller_confirmed,high,1.0
rooneyskywalker,WilliamScottCarroll,1qud96j,o39dyqx,o39x21h,2026-02-03 01:00:41+00:00,2026-02-03 02:49:25+00:00,seller_confirmed,high,1.0
rooneyskywalker,crafty_southpaw,1qud96j,o39f3yp,o39x5ph,2026-02-03 01:07:13+00:00,2026-02-03 02:50:00+00:00,seller_confirmed,high,1.0
rooneyskywalker,yaba325,1qud96j,o39fk7h,o39x8l8,2026-02-03 01:09:49+00:00,2026-02-03 02:50:28+00:00,seller_confirmed,high,1.0
rooneyskywalker,Unable_Medicine3362,1qud96j,o39flj1,o39x9g8,2026-02-03 01:10:02+00:00,2026-02-03 02:50:35+00:00,seller_confirmed,high,1.0
11bag11,TimingIsMyPrecious,1qv1aop,o3e7yyb,o3eatie,2026-02-03 19:21:22+00:00,2026-02-03 19:34:49+00:00,seller_confirmed,high,1.0
CoolaidMike84,Tasty_Attempt4487,1qudnhv,o39gko7,o39noki,2026-02-03 01:15:40+00:00,2026-02-03 01:56:12+00:00,seller_confirmed,high,1.0
CoolaidMike84,Bear_Rio,1qudnhv,o39hryk,o39nq9u,2026-02-03 01:22:29+00:00,2026-02-03 01:56:28+00:00,seller_confirmed,high,1.0
CoolaidMike84,thabo93,1qudnhv,o39lfj1,o39nlcx,2026-02-03 01:43:26+00:00,2026-02-03 01:55:41+00:00,seller_confirmed,high,1.0
xxSpeedysxx,jackrazorr,1qud4kk,o39a1f0,o39bpd8,2026-02-03 00:38:54+00:00,2026-02-03 00:47:56+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Zoomieneumy,1qud4kk,o39ac59,o39bx0b,2026-02-03 00:40:30+00:00,2026-02-03 00:49:07+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Runepickax,1qud4kk,o39ah5b,o39c3do,2026-02-03 00:41:15+00:00,2026-02-03 00:50:07+00:00,seller_confirmed,high,1.0
xxSpeedysxx,PopDowntown2662,1qud4kk,o39alba,o39c7qm,2026-02-03 00:41:53+00:00,2026-02-03 00:50:47+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Illustrious_Panda238,1qud4kk,o39b27m,o39daa6,2026-02-03 00:44:26+00:00,2026-02-03 00:56:49+00:00,seller_confirmed,high,1.0
xxSpeedysxx,ohmygodpleasedont,1qud4kk,o39bb4o,o39f1wn,2026-02-03 00:45:47+00:00,2026-02-03 01:06:53+00:00,seller_confirmed,high,1.0
xxSpeedysxx,GoldponyGT,1qud4kk,o39kthy,o3ajw3c,2026-02-03 01:39:57+00:00,2026-02-03 05:16:46+00:00,seller_confirmed,high,1.0
pandeesh,chafingNip,1quef4d,o39kyds,o39l4j9,2026-02-03 01:40:43+00:00,2026-02-03 01:41:41+00:00,seller_confirmed,high,1.0
pandeesh,iMrCEO,1quef4d,o39lapa,o39mke3,2026-02-03 01:42:40+00:00,2026-02-03 01:49:55+00:00,seller_confirmed,high,1.0
pandeesh,enerses,1quef4d,o39mkyp,o39o1zr,2026-02-03 01:50:00+00:00,2026-02-03 01:58:18+00:00,seller_confirmed,high,1.0
CrazyRusFW,neednewcamera,1r6lngm,o5r53r0,o5r59or,2026-02-16 21:16:10+00:00,2026-02-16 21:16:57+00:00,seller_confirmed,high,1.0
CrazyRusFW,mkv40270,1r6lngm,o5r6at0,o5r6eqz,2026-02-16 21:21:58+00:00,2026-02-16 21:22:29+00:00,seller_confirmed,high,1.0
pandeesh,Efficient_Fall9509,1r6wby6,o5t98fp,o5tbrfg,2026-02-17 04:34:44+00:00,2026-02-17 04:52:50+00:00,seller_confirmed,high,1.0
Objective-Cap-7697,bekindrefindyaself,1r6uzqa,o5t597v,o5t5c7n,2026-02-17 04:07:17+00:00,2026-02-17 04:07:52+00:00,seller_confirmed,high,1.0
Objective-Cap-7697,Apart_Telephone8709,1r6uzqa,o5tjnme,o5tk0s9,2026-02-17 05:53:09+00:00,2026-02-17 05:56:07+00:00,seller_confirmed,high,1.0
Shoddy-Violinist-608,kmac81,1r6ll3q,o5r5ebc,o5r5t5k,2026-02-16 21:17:35+00:00,2026-02-16 21:19:36+00:00,seller_confirmed,high,1.0
Shoddy-Violinist-608,tditty24,1r6ll3q,o5r5f3y,o5r5ts7,2026-02-16 21:17:41+00:00,2026-02-16 21:19:41+00:00,seller_confirmed,high,1.0
Shoddy-Violinist-608,Unusual-Date9143,1r6ll3q,o5r64ig,o5r792c,2026-02-16 21:21:07+00:00,2026-02-16 21:26:33+00:00,seller_confirmed,high,1.0
11bag11,Such-Honeydew-8877,1r6j2jy,o5qi7zw,o5snsri,2026-02-16 19:24:08+00:00,2026-02-17 02:17:39+00:00,seller_confirmed,high,1.0
FeistyAd7976,Known_Turnip_4301,1r5uweb,o5lqw22,o5lt9sx,2026-02-16 00:47:56+00:00,2026-02-16 01:02:32+00:00,seller_confirmed,high,1.0
FeistyAd7976,Gusribs,1r5uweb,o5lr4wr,o5lt8jv,2026-02-16 00:49:25+00:00,2026-02-16 01:02:19+00:00,seller_confirmed,high,1.0
FeistyAd7976,Enlightened_Me,1r5uweb,o5ltnv1,o5ltxqh,2026-02-16 01:04:57+00:00,2026-02-16 01:06:40+00:00,seller_confirmed,high,1.0
FeistyAd7976,Life_Accountant9313,1r5uweb,o5lu4i6,o5lzmhc,2026-02-16 01:07:51+00:00,2026-02-16 01:43:04+00:00,seller_confirmed,high,1.0
FeistyAd7976,last_on_recount,1r5uweb,o5lzi1p,o5m7h36,2026-02-16 01:42:16+00:00,2026-02-16 02:33:30+00:00,seller_confirmed,high,1.0
ZekNaemazza,Remarkable_Staff_765,1r5xkk8,o5mbybi,o5mcpy4,2026-02-16 03:02:14+00:00,2026-02-16 03:07:19+00:00,seller_confirmed,high,1.0
ZekNaemazza,SmallChungus1235,1r5xkk8,o5mdxvo,o5mgg5g,2026-02-16 03:15:26+00:00,2026-02-16 03:32:31+00:00,seller_confirmed,high,1.0
Objective_Level6025,Ancient_Paste,1r5lb51,o5jqixq,o5jst3o,2026-02-15 18:23:11+00:00,2026-02-15 18:34:14+00:00,seller_confirmed,high,1.0
pandeesh,Lionheart2096,1r552nq,o5gezzr,o5gf56x,2026-02-15 04:17:59+00:00,2026-02-15 04:19:05+00:00,seller_confirmed,high,1.0
zenpathfinder,Dnzomniac,1r56tj9,o5gqmja,o5gr1fy,2026-02-15 05:50:54+00:00,2026-02-15 05:54:28+00:00,seller_confirmed,high,1.0
grants1692,Milad731,1r4unvv,o5e9xaq,o5g1u5b,2026-02-14 20:19:02+00:00,2026-02-15 02:43:40+00:00,seller_confirmed,high,1.0
grants1692,pjschaff,1r4unvv,o5ea0zf,o5fyyu3,2026-02-14 20:19:36+00:00,2026-02-15 02:23:55+00:00,seller_confirmed,high,1.0
grants1692,Hot_Recognition1798,1r4unvv,o5e99re,o5fxvnk,2026-02-14 20:15:31+00:00,2026-02-15 02:16:32+00:00,seller_confirmed,high,1.0
grants1692,Gabrieltorres17,1r4unvv,o5e9g8s,o5g7cvo,2026-02-14 20:16:29+00:00,2026-02-15 03:22:00+00:00,seller_confirmed,high,1.0
grants1692,Bangbangstickemup,1r4unvv,o5e9mrd,o5g16xd,2026-02-14 20:17:28+00:00,2026-02-15 02:39:14+00:00,seller_confirmed,high,1.0
grants1692,Shittypasswordmemory,1r4unvv,o5e9n0o,o5g4qi3,2026-02-14 20:17:30+00:00,2026-02-15 03:03:39+00:00,seller_confirmed,high,1.0
grants1692,nomiiinated,1r4unvv,o5e9n21,o5g472v,2026-02-14 20:17:30+00:00,2026-02-15 02:59:56+00:00,seller_confirmed,high,1.0
grants1692,mkv40270,1r4unvv,o5e9o4g,o5fyd36,2026-02-14 20:17:40+00:00,2026-02-15 02:19:49+00:00,seller_confirmed,high,1.0
grants1692,SacagaweaBuffaloFlop,1r4unvv,o5e9oe7,o5g2f9z,2026-02-14 20:17:42+00:00,2026-02-15 02:47:45+00:00,seller_confirmed,high,1.0
grants1692,samthedest,1r4unvv,o5e9u5y,o5gagzx,2026-02-14 20:18:34+00:00,2026-02-15 03:44:23+00:00,seller_confirmed,high,1.0
grants1692,NotRandomIdiot,1r4unvv,o5e9wn5,o5g8uyq,2026-02-14 20:18:56+00:00,2026-02-15 03:32:40+00:00,seller_confirmed,high,1.0
grants1692,Alt_twd1987,1r4unvv,o5ea0ft,o5g8f4f,2026-02-14 20:19:31+00:00,2026-02-15 03:29:33+00:00,seller_confirmed,high,1.0
grants1692,probablyMillhouse,1r4unvv,o5ea5vw,o5g5618,2026-02-14 20:20:20+00:00,2026-02-15 03:06:38+00:00,seller_confirmed,high,1.0
grants1692,Professional_Ad_860,1r4unvv,o5ea7a6,o5g9fqn,2026-02-14 20:20:33+00:00,2026-02-15 03:36:52+00:00,seller_confirmed,high,1.0
grants1692,east140,1r4unvv,o5eac8v,o5fzo79,2026-02-14 20:21:17+00:00,2026-02-15 02:28:46+00:00,seller_confirmed,high,1.0
grants1692,Other_Bath_7487,1r4unvv,o5eagsx,o5gbmlf,2026-02-14 20:21:59+00:00,2026-02-15 03:52:50+00:00,seller_confirmed,high,1.0
grants1692,anonywingbat,1r4unvv,o5eat68,o5gazkq,2026-02-14 20:23:53+00:00,2026-02-15 03:48:10+00:00,seller_confirmed,high,1.0
grants1692,petervenkman84,1r4unvv,o5e9bvj,o5g6q7i,2026-02-14 20:15:50+00:00,2026-02-15 03:17:32+00:00,seller_confirmed,high,1.0
grants1692,Bigs3xywithglasses,1r4unvv,o5eaknj,o5g0q5r,2026-02-14 20:22:34+00:00,2026-02-15 02:36:02+00:00,seller_confirmed,high,1.0
CoolaidMike84,Haunting_Variety8168,1r52orm,o5g02bn,o5ga8hb,2026-02-15 02:31:30+00:00,2026-02-15 03:42:39+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Dumpster007,1r521qi,o5fsjiv,o5fsnmr,2026-02-15 01:40:42+00:00,2026-02-15 01:41:29+00:00,seller_confirmed,high,1.0
xxSpeedysxx,a3quit4s_,1r521qi,o5ft2op,o5fue2q,2026-02-15 01:44:18+00:00,2026-02-15 01:53:06+00:00,seller_confirmed,high,1.0
xxSpeedysxx,zknight64,1r521qi,o5g2jkl,o5g6cje,2026-02-15 02:48:34+00:00,2026-02-15 03:14:50+00:00,seller_confirmed,high,1.0
ZekNaemazza,Nocap-95,1r47knb,o59yzt1,o5a3h59,2026-02-14 02:38:45+00:00,2026-02-14 03:07:50+00:00,seller_confirmed,high,1.0
ZekNaemazza,GatsAndThings,1r47knb,o59qeuu,o59r2d2,2026-02-14 01:44:09+00:00,2026-02-14 01:48:20+00:00,seller_confirmed,high,1.0
ZekNaemazza,Objective-Cap-7697,1r47knb,o59qsec,o59scj8,2026-02-14 01:46:34+00:00,2026-02-14 01:56:26+00:00,seller_confirmed,high,1.0
ZekNaemazza,Shittypasswordmemory,1r47knb,o59r82r,o59v58w,2026-02-14 01:49:20+00:00,2026-02-14 02:14:11+00:00,seller_confirmed,high,1.0
ZekNaemazza,RisingTide72,1r47knb,o59rfg7,o59xkr7,2026-02-14 01:50:37+00:00,2026-02-14 02:29:44+00:00,seller_confirmed,high,1.0
xxSpeedysxx,QuantumCosmonaut,1r3bzx3,o539hxr,o539xg0,2026-02-13 01:49:46+00:00,2026-02-13 01:52:26+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Such-Honeydew-8877,1r3bzx3,o537nsp,o5385n5,2026-02-13 01:38:20+00:00,2026-02-13 01:41:25+00:00,seller_confirmed,high,1.0
xxSpeedysxx,818lakers818,1r3bzx3,o53jmbq,o53mrw1,2026-02-13 02:51:51+00:00,2026-02-13 03:11:32+00:00,seller_confirmed,high,1.0
11bag11,Such-Honeydew-8877,1r4720f,o59nnao,o59t55w,2026-02-14 01:26:27+00:00,2026-02-14 02:01:28+00:00,seller_confirmed,high,1.0
11bag11,Technical-Sector-869,1r4720f,o59oerc,o59t7h8,2026-02-14 01:31:21+00:00,2026-02-14 02:01:52+00:00,seller_confirmed,high,1.0
CrazyRusFW,tditty24,1r42xm6,o58yqlc,o58yva6,2026-02-13 22:56:35+00:00,2026-02-13 22:57:18+00:00,seller_confirmed,high,1.0
FeistyAd7976,Red-Ostrich,1r45aby,o59c1q1,o59tm7t,2026-02-14 00:15:22+00:00,2026-02-14 02:04:29+00:00,seller_confirmed,high,1.0
FeistyAd7976,ElPavo,1r45aby,o599e2a,o59kbyz,2026-02-13 23:59:29+00:00,2026-02-14 01:05:28+00:00,seller_confirmed,high,1.0
FeistyAd7976,Few-Barracuda-1491,1r45aby,o5c1dq7,o5c9l1o,2026-02-14 13:08:49+00:00,2026-02-14 14:01:40+00:00,seller_confirmed,high,1.0
stackinggold,YouGetWhatYouPayFour,1r43w77,o58zbbj,o58zjal,2026-02-13 22:59:48+00:00,2026-02-13 23:01:02+00:00,seller_confirmed,high,1.0
stackinggold,east140,1r43w77,o58zoxb,o5ad7l2,2026-02-13 23:01:56+00:00,2026-02-14 04:15:37+00:00,seller_confirmed,high,1.0
stackinggold,Objective_Cry_4818,1r43w77,o5904oq,o5adba2,2026-02-13 23:04:26+00:00,2026-02-14 04:16:22+00:00,seller_confirmed,high,1.0
