seller,buyer,post_id,buyer_comment_id,seller_comment_id,buyer_comment_time,seller_comment_time,rule,confidence,confidence_score
FuzzyDunlopSeeEye,TurdyMcTurdson,1qy028k,o408tgr,o40mwjy,2026-02-07 01:25:01+00:00,2026-02-07 02:52:18+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Bryanm1125,1qy028k,o407spx,o40n21u,2026-02-07 01:18:48+00:00,2026-02-07 02:53:15+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,BarkingIron0408,1qy028k,o4082l3,o40n89h,2026-02-07 01:20:28+00:00,2026-02-07 02:54:20+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Powernick50,1qy028k,o408r1f,o40na98,2026-02-07 01:24:36+00:00,2026-02-07 02:54:40+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,ParticularHour1926,1qy028k,o40l8dx,o40s44l,2026-02-07 02:41:57+00:00,2026-02-07 03:25:28+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Academic-Brief47,1qy028k,o450d4g,o4513hp,2026-02-07 20:26:06+00:00,2026-02-07 20:30:06+00:00,seller_confirmed,high,1.0
xxSpeedysxx,JestLookatDat,1qx1oko,o3t9a13,o3tahjb,2026-02-05 23:58:58+00:00,2026-02-06 00:05:45+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Snoo-35905,1qx1oko,o3t9ffk,o3tdbz8,2026-02-05 23:59:48+00:00,2026-02-06 00:22:01+00:00,seller_confirmed,high,1.0
rooneyskywalker,Excellent_Horse2903,1qw6i3h,o3mt8i1,o3odg2l,2026-02-05 00:46:01+00:00,2026-02-05 06:51:16+00:00,seller_confirmed,high,1.0
rooneyskywalker,BuggeroffIm50,1qw6i3h,o3mtomk,o3odgp5,2026-02-05 00:48:30+00:00,2026-02-05 06:51:24+00:00,seller_confirmed,high,1.0
rooneyskywalker,dricet77,1qw6i3h,o3mtzs8,o3r895q,2026-02-05 00:50:14+00:00,2026-02-05 18:01:43+00:00,seller_confirmed,high,1.0
rooneyskywalker,Intelligent-Guava225,1qw6i3h,o3muqhs,o3odpn5,2026-02-05 00:54:24+00:00,2026-02-05 06:53:32+00:00,seller_confirmed,high,1.0
rooneyskywalker,enerses,1qud96j,o39c2tt,o39ws7n,2026-02-03 00:50:01+00:00,2026-02-03 02:47:51+00:00,seller_confirmed,high,1.0
rooneyskywalker,WilliamScottCarroll,1qud96j,o39dyqx,o39x21h,2026-02-03 01:00:41+00:00,2026-02-03 02:49:25+00:00,seller_confirmed,high,1.0
rooneyskywalker,crafty_southpaw,1qud96j,o39f3yp,o39x5ph,2026-02-03 01:07:13+00:00,2026-02-03 02:50:00+00:00,seller_confirmed,high,1.0
rooneyskywalker,yaba325,1qud96j,o39fk7h,o39x8l8,2026-02-03 01:09:49+00:00,2026-02-03 02:50:28+00:00,seller_confirmed,high,1.0
rooneyskywalker,Unable_Medicine3362,1qud96j,o39flj1,o39x9g8,2026-02-03 01:10:02+00:00,2026-02-03 02:50:35+00:00,seller_confirmed,high,1.0
xxSpeedysxx,jackrazorr,1qud4kk,o39a1f0,o39bpd8,2026-02-03 00:38:54+00:00,2026-02-03 00:47:56+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Zoomieneumy,1qud4kk,o39ac59,o39bx0b,2026-02-03 00:40:30+00:00,2026-02-03 00:49:07+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Runepickax,1qud4kk,o39ah5b,o39c3do,2026-02-03 00:41:15+00:00,2026-02-03 00:50:07+00:00,seller_confirmed,high,1.0
xxSpeedysxx,PopDowntown2662,1qud4kk,o39alba,o39c7qm,2026-02-03 00:41:53+00:00,2026-02-03 00:50:47+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Illustrious_Panda238,1qud4kk,o39b27m,o39daa6,2026-02-03 00:44:26+00:00,2026-02-03 00:56:49+00:00,seller_confirmed,high,1.0
xxSpeedysxx,ohmygodpleasedont,1qud4kk,o39bb4o,o39f1wn,2026-02-03 00:45:47+00:00,2026-02-03 01:06:53+00:00,seller_confirmed,high,1.0
xxSpeedysxx,GoldponyGT,1qud4kk,o39kthy,o3ajw3c,2026-02-03 01:39:57+00:00,2026-02-03 05:16:46+00:00,seller_confirmed,high,1.0
zenpathfinder,Dnzomniac,1r56tj9,o5gqmja,o5gr1fy,2026-02-15 05:50:54+00:00,2026-02-15 05:54:28+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Dumpster007,1r521qi,o5fsjiv,o5fsnmr,2026-02-15 01:40:42+00:00,2026-02-15 01:41:29+00:00,seller_confirmed,high,1.0
xxSpeedysxx,a3quit4s_,1r521qi,o5ft2op,o5fue2q,2026-02-15 01:44:18+00:00,2026-02-15 01:53:06+00:00,seller_confirmed,high,1.0
xxSpeedysxx,zknight64,1r521qi,o5g2jkl,o5g6cje,2026-02-15 02:48:34+00:00,2026-02-15 03:14:50+00:00,seller_confirmed,high,1.0
xxSpeedysxx,QuantumCosmonaut,1r3bzx3,o539hxr,o539xg0,2026-02-13 01:49:46+00:00,2026-02-13 01:52:26+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Such-Honeydew-8877,1r3bzx3,o537nsp,o5385n5,2026-02-13 01:38:20+00:00,2026-02-13 01:41:25+00:00,seller_confirmed,high,1.0
xxSpeedysxx,818lakers818,1r3bzx3,o53jmbq,o53mrw1,2026-02-13 02:51:51+00:00,2026-02-13 03:11:32+00:00,seller_confirmed,high,1.0
stackinggold,YouGetWhatYouPayFour,1r43w77,o58zbbj,o58zjal,2026-02-13 22:59:48+00:00,2026-02-13 23:01:02+00:00,seller_confirmed,high,1.0
stackinggold,east140,1r43w77,o58zoxb,o5ad7l2,2026-02-13 23:01:56+00:00,2026-02-14 04:15:37+00:00,seller_confirmed,high,1.0
stackinggold,Objective_Cry_4818,1r43w77,o5904oq,o5adba2,2026-02-13 23:04:26+00:00,2026-02-14 04:16:22+00:00,seller_confirmed,high,1.0
stackinggold,klutzman007,1r43w77,o591z2g,o5920k2,2026-02-13 23:15:06+00:00,2026-02-13 23:15:21+00:00,seller_confirmed,high,1.0
stackinggold,randomdancingpants,1r43w77,o59dokh,o5d3m7g,2026-02-14 00:25:04+00:00,2026-02-14 16:43:23+00:00,seller_confirmed,high,1.0
zenpathfinder,SnooCheesecakes5062,1r3gxum,o548r0r,o548x89,2026-02-13 05:46:25+00:00,2026-02-13 05:47:47+00:00,seller_confirmed,high,1.0
zenpathfinder,Invisiblelife98,1r3gxum,o54gw2p,o54i07o,2026-02-13 06:54:36+00:00,2026-02-13 07:04:08+00:00,seller_confirmed,high,1.0
zenpathfinder,Unable_Medicine3362,1r3gxum,o55erpa,o57uhrf,2026-02-13 12:00:14+00:00,2026-02-13 19:33:23+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,keysandpeeles,1r2fv0v,o4wla30,o4wltqv,2026-02-12 01:20:04+00:00,2026-02-12 01:23:27+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Monfrere3,1r2fv0v,o4wlifx,o4wluh9,2026-02-12 01:21:31+00:00,2026-02-12 01:23:35+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Shittypasswordmemory,1r2fv0v,o4wljfr,o4wnz01,2026-02-12 01:21:41+00:00,2026-02-12 01:36:49+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Such-Honeydew-8877,1r2fv0v,o4wln7i,o4wu6zo,2026-02-12 01:22:20+00:00,2026-02-12 02:14:16+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,I-Hate-Accounting,1r2fv0v,o4wlnid,o4wucm7,2026-02-12 01:22:23+00:00,2026-02-12 02:15:11+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Phata12345,1r2fv0v,o4wn04q,o4wuo76,2026-02-12 01:30:46+00:00,2026-02-12 02:17:07+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,theanomalyg,1r2fv0v,o4wslpx,o4wzp5i,2026-02-12 02:04:45+00:00,2026-02-12 02:46:56+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Life_Accountant9313,1r2fv0v,o4wvyfz,o4x23ur,2026-02-12 02:24:45+00:00,2026-02-12 03:01:19+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,AdMobile1074,1r2fv0v,o4wzm66,o4xamam,2026-02-12 02:46:27+00:00,2026-02-12 03:56:19+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,MaleficentPapaya4768,1r2fv0v,o4x375f,o4x9u2f,2026-02-12 03:08:04+00:00,2026-02-12 03:51:08+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,tueueuue,1r2fv0v,o4ztu8k,o530b02,2026-02-12 15:29:07+00:00,2026-02-13 00:53:38+00:00,seller_confirmed,high,1.0
rooneyskywalker,Soggy_Currency4893,1r2f58q,o4wfy48,o4wgbsw,2026-02-12 00:47:46+00:00,2026-02-12 00:50:00+00:00,seller_confirmed,high,1.0
rooneyskywalker,B_danky,1r2f58q,o4wfzsq,o4whvvb,2026-02-12 00:48:03+00:00,2026-02-12 00:59:18+00:00,seller_confirmed,high,1.0
stackinggold,Ordinary-Nature-8704,1r18a2k,o4nm3w3,o4pkm28,2026-02-10 18:10:58+00:00,2026-02-10 23:51:34+00:00,seller_confirmed,high,1.0
stackinggold,JestLookatDat,1r18a2k,o4nmzcm,o4nwich,2026-02-10 18:14:58+00:00,2026-02-10 18:58:04+00:00,seller_confirmed,high,1.0
stackinggold,TruthAny523,1r18a2k,o4nn1rg,o4nxmyd,2026-02-10 18:15:17+00:00,2026-02-10 19:03:13+00:00,seller_confirmed,high,1.0
stackinggold,kamarian91,1r18a2k,o4nno7e,o4pl135,2026-02-10 18:18:06+00:00,2026-02-10 23:53:51+00:00,seller_confirmed,high,1.0
stackinggold,mxwllbkr,1r18a2k,o4noc3t,o4pl3zu,2026-02-10 18:21:06+00:00,2026-02-10 23:54:19+00:00,seller_confirmed,high,1.0
stackinggold,whoisbenguthrie,1r18a2k,o4nxm4s,o4nzrrf,2026-02-10 19:03:06+00:00,2026-02-10 19:13:04+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Heavy_Surround779,1r0q4gc,o4k0win,o4k1f6p,2026-02-10 03:46:47+00:00,2026-02-10 03:50:05+00:00,seller_confirmed,high,1.0
xxSpeedysxx,ApexLamb,1r0q4gc,o4k0r2l,o4k1eya,2026-02-10 03:45:50+00:00,2026-02-10 03:50:03+00:00,seller_confirmed,high,1.0
xxSpeedysxx,YouLiving1246,1r0q4gc,o4k8oj4,o4k9jrs,2026-02-10 04:39:10+00:00,2026-02-10 04:45:13+00:00,seller_confirmed,high,1.0
rooneyskywalker,PhysicsNo7200,1r0ly60,o4j5wgc,o4j6cf8,2026-02-10 00:42:35+00:00,2026-02-10 00:45:10+00:00,seller_confirmed,high,1.0
rooneyskywalker,Visible_Prompt_514,1r0ly60,o4j6wf7,o4jn34q,2026-02-10 00:48:24+00:00,2026-02-10 02:22:43+00:00,seller_confirmed,high,1.0
rooneyskywalker,Tsev33,1r0ly60,o4jdxis,o4jn8ey,2026-02-10 01:29:20+00:00,2026-02-10 02:23:35+00:00,seller_confirmed,high,1.0
rooneyskywalker,HoreDonTheBad,1r0ly60,o4jfyk8,o4jnmhd,2026-02-10 01:41:20+00:00,2026-02-10 02:25:51+00:00,seller_confirmed,high,1.0
rooneyskywalker,a3quit4s_,1r0ly60,o4j6a8w,o4jmzgf,2026-02-10 00:44:49+00:00,2026-02-10 02:22:08+00:00,seller_confirmed,high,1.0
rooneyskywalker,dajmann,1r0ly60,o4j6cqx,o4jmzub,2026-02-10 00:45:13+00:00,2026-02-10 02:22:12+00:00,seller_confirmed,high,1.0
rooneyskywalker,Alert_Spinach8577,1r0ly60,o4kiaty,o4kkpjz,2026-02-10 05:50:59+00:00,2026-02-10 06:10:59+00:00,seller_confirmed,high,1.0
stackinggold,Impressive_Sir_3886,1r8cect,o63wjib,o64xc0s,2026-02-18 19:23:01+00:00,2026-02-18 22:13:16+00:00,seller_confirmed,high,1.0
stackinggold,ProcessorChip,1r8cect,o64nool,o6626du,2026-02-18 21:29:11+00:00,2026-02-19 01:55:35+00:00,seller_confirmed,high,1.0
rooneyskywalker,NobleFinds,1r9gl71,o6c7saj,o6c85xx,2026-02-20 00:33:01+00:00,2026-02-20 00:35:14+00:00,seller_confirmed,high,1.0
rooneyskywalker,Originalalphabet,1r9gl71,o6c7vw3,o6c8m46,2026-02-20 00:33:36+00:00,2026-02-20 00:37:52+00:00,seller_confirmed,high,1.0
rooneyskywalker,NobleFinds,1r9gl71,o6c8i4x,o6cxlm4,2026-02-20 00:37:14+00:00,2026-02-20 03:10:53+00:00,seller_confirmed,high,1.0
rooneyskywalker,LilNewton,1r9gl71,o6c954o,o6cxkl8,2026-02-20 00:40:56+00:00,2026-02-20 03:10:42+00:00,seller_confirmed,high,1.0
rooneyskywalker,InspectionArtistic69,1r9gl71,o6c9yt3,o6cxcy2,2026-02-20 00:45:46+00:00,2026-02-20 03:09:21+00:00,seller_confirmed,high,1.0
rooneyskywalker,ZookeepergameHour27,1r9gl71,o6cao32,o6cxa4i,2026-02-20 00:49:57+00:00,2026-02-20 03:08:52+00:00,seller_confirmed,high,1.0
rooneyskywalker,mikeg4015,1r9gl71,o6cc3ep,o6cwfem,2026-02-20 00:58:30+00:00,2026-02-20 03:03:32+00:00,seller_confirmed,high,1.0
rooneyskywalker,AlternativeThick6763,1r9gl71,o6ccwir,o6cwemn,2026-02-20 01:03:25+00:00,2026-02-20 03:03:24+00:00,seller_confirmed,high,1.0
rooneyskywalker,paul07444,1r9gl71,o6civdo,o6cj6g9,2026-02-20 01:40:24+00:00,2026-02-20 01:42:18+00:00,seller_confirmed,high,1.0
rooneyskywalker,Lov3ism,1r9gl71,o6gd7v5,o6gdnnv,2026-02-20 17:14:48+00:00,2026-02-20 17:16:51+00:00,seller_confirmed,high,1.0
rooneyskywalker,PerspectiveDizzy1954,1r9gl71,o70gubi,o70h0ts,2026-02-23 20:15:24+00:00,2026-02-23 20:16:16+00:00,seller_confirmed,high,1.0
zenpathfinder,Sensitive-Sherbet-48,1rbebkv,o6qcx2i,o6qd0b3,2026-02-22 06:32:22+00:00,2026-02-22 06:33:11+00:00,seller_confirmed,high,1.0
zenpathfinder,Temple0fP00n,1rbebkv,o6qgehq,o6qgpg6,2026-02-22 07:04:14+00:00,2026-02-22 07:07:03+00:00,seller_confirmed,high,1.0
zenpathfinder,manyouknow,1rbebkv,o6s3u33,o6s3y8w,2026-02-22 14:59:59+00:00,2026-02-22 15:00:34+00:00,seller_confirmed,high,1.0
rooneyskywalker,Soggy_Currency4893,1rb9uw5,o6plw4t,o713p9h,2026-02-22 03:07:00+00:00,2026-02-23 22:06:35+00:00,seller_confirmed,high,1.0
rooneyskywalker,CoinSmiths,1rb9uw5,o6pife7,o6prkcf,2026-02-22 02:43:57+00:00,2026-02-22 03:46:01+00:00,seller_confirmed,high,1.0
rooneyskywalker,Apprehensive_Basis14,1rb9uw5,o6pihcj,o6prkww,2026-02-22 02:44:17+00:00,2026-02-22 03:46:07+00:00,seller_confirmed,high,1.0
rooneyskywalker,HoreDonTheBad,1rb9uw5,o6pij46,o6prl7v,2026-02-22 02:44:37+00:00,2026-02-22 03:46:11+00:00,seller_confirmed,high,1.0
rooneyskywalker,gonetoworkk,1rb9uw5,o6po4nb,o6prti5,2026-02-22 03:22:19+00:00,2026-02-22 03:47:46+00:00,seller_confirmed,high,1.0
zenpathfinder,gonetoworkk,1r9me7e,o6nwkw4,o6ock97,2026-02-21 21:00:03+00:00,2026-02-21 22:25:23+00:00,seller_confirmed,high,1.0
zenpathfinder,Phata12345,1r9me7e,o6ew0ql,o6gj7k7,2026-02-20 12:47:35+00:00,2026-02-20 17:42:45+00:00,seller_confirmed,high,1.0
zenpathfinder,CoinSmiths,1r9me7e,o6dxf5p,o6dxx6t,2026-02-20 07:52:12+00:00,2026-02-20 07:56:52+00:00,seller_confirmed,high,1.0
zenpathfinder,HealthyCabinet,1r9me7e,o6do4wu,o6dr2lt,2026-02-20 06:27:35+00:00,2026-02-20 06:53:46+00:00,seller_confirmed,high,1.0
stackinggold,Objective-Cap-7697,1ra6ys2,o6hrete,o6ippbf,2026-02-20 21:11:27+00:00,2026-02-21 00:15:30+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Temple0fP00n,1rabts0,o6iqkxw,o6ivzah,2026-02-21 00:20:30+00:00,2026-02-21 00:51:48+00:00,seller_confirmed,high,1.0
xxSpeedysxx,ez0299,1rabts0,o6it8du,o6ivyxw,2026-02-21 00:35:44+00:00,2026-02-21 00:51:44+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Flood_Incantation,1raemkr,o6ja2kp,o6jfb2h,2026-02-21 02:19:45+00:00,2026-02-21 02:52:47+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Tsev33,1raemkr,o6jevx4,o6jgjn7,2026-02-21 02:50:08+00:00,2026-02-21 03:00:42+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,rlaw66,1raemkr,o6lqei5,o6mued1,2026-02-21 14:17:32+00:00,2026-02-21 17:45:46+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,Academic-Brief47,1raemkr,o6mepxv,o6mucp8,2026-02-21 16:26:49+00:00,2026-02-21 17:45:32+00:00,seller_confirmed,high,1.0
xxSpeedysxx,LobsterClean1905,1re07t4,o793d3i,o794lnj,2026-02-25 02:05:57+00:00,2026-02-25 02:12:58+00:00,seller_confirmed,high,1.0
zenpathfinder,9EE2H24,1re4sdi,o7lydkq,o7mkhs9,2026-02-26 23:51:18+00:00,2026-02-27 01:56:15+00:00,seller_confirmed,high,1.0
zenpathfinder,wnewto1,1re4sdi,o7a30fo,o7a3dhg,2026-02-25 05:51:58+00:00,2026-02-25 05:54:49+00:00,seller_confirmed,high,1.0
zenpathfinder,Bangbangstickemup,1re4sdi,o7a20jx,o7a3922,2026-02-25 05:44:13+00:00,2026-02-25 05:53:50+00:00,seller_confirmed,high,1.0
zenpathfinder,Heavy_Surround779,1re4sdi,o7a1yg8,o7a39s6,2026-02-25 05:43:48+00:00,2026-02-25 05:54:00+00:00,seller_confirmed,high,1.0
zenpathfinder,Signal-Hearing-2025,1re4sdi,o7a1uyj,o7a3amv,2026-02-25 05:43:02+00:00,2026-02-25 05:54:11+00:00,seller_confirmed,high,1.0
rooneyskywalker,Impressive_Sir_3886,1rd2awz,o72gcnp,o72l31j,2026-02-24 02:37:37+00:00,2026-02-24 03:05:01+00:00,seller_confirmed,high,1.0
rooneyskywalker,Sufficient_Stay_7889,1rd2awz,o72emb9,o72f2ap,2026-02-24 02:27:28+00:00,2026-02-24 02:30:03+00:00,seller_confirmed,high,1.0
rooneyskywalker,HoreDonTheBad,1rd2awz,o72h1pg,o72l3by,2026-02-24 02:41:39+00:00,2026-02-24 03:05:04+00:00,seller_confirmed,high,1.0
rooneyskywalker,InspectorMadDog,1rd2awz,o72lig1,o72s20k,2026-02-24 03:07:37+00:00,2026-02-24 03:48:15+00:00,seller_confirmed,high,1.0
rooneyskywalker,No_Association_3200,1rd2awz,o72tahm,o72tsjn,2026-02-24 03:56:17+00:00,2026-02-24 03:59:37+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,SkiBum198,1rd1g6t,o729jj0,o72e95i,2026-02-24 01:58:10+00:00,2026-02-24 02:25:21+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,MOSledgeHammer,1rd1g6t,o72a387,o72ilil,2026-02-24 02:01:22+00:00,2026-02-24 02:50:28+00:00,seller_confirmed,high,1.0
stackinggold,Grundogg,1rcpk5x,o6zu9kx,o704sct,2026-02-23 18:30:45+00:00,2026-02-23 19:18:35+00:00,seller_confirmed,high,1.0
stackinggold,keysandpeeles,1rcpk5x,o6zui5o,o704wqi,2026-02-23 18:31:49+00:00,2026-02-23 19:19:09+00:00,seller_confirmed,high,1.0
stackinggold,CoinSmiths,1rcpk5x,o6zujaa,o707i1l,2026-02-23 18:31:57+00:00,2026-02-23 19:31:14+00:00,seller_confirmed,high,1.0
stackinggold,Worldly-Shake-3451,1rcpk5x,o6zxpvu,o707ixn,2026-02-23 18:46:20+00:00,2026-02-23 19:31:20+00:00,seller_confirmed,high,1.0
stackinggold,[deleted],1rcpk5x,o6zygy3,o707jlq,2026-02-23 18:49:40+00:00,2026-02-23 19:31:26+00:00,seller_confirmed,high,1.0
xxSpeedysxx,InspectionArtistic69,1rc4a43,o6vq3by,o6vrmf6,2026-02-23 01:58:53+00:00,2026-02-23 02:08:03+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Ill_Contribution9905,1rc4a43,o6vsubh,o6vwnwf,2026-02-23 02:15:29+00:00,2026-02-23 02:38:45+00:00,seller_confirmed,high,1.0
stackinggold,Grundogg,1rgeu75,o7rcqcu,o7us4lh,2026-02-27 20:04:02+00:00,2026-02-28 09:37:24+00:00,seller_confirmed,high,1.0
stackinggold,Informal_Bug_76,1rgeu75,o7roko7,o7usb6w,2026-02-27 21:03:51+00:00,2026-02-28 09:39:16+00:00,seller_confirmed,high,1.0
rooneyskywalker,Far_Comment973,1rhjd7x,o7z6ph2,o7zjd4r,2026-03-01 01:14:34+00:00,2026-03-01 02:32:06+00:00,seller_confirmed,high,1.0
rooneyskywalker,Life-Cucumber-7033,1rhjd7x,o80cc1n,o830u7j,2026-03-01 05:53:28+00:00,2026-03-01 17:23:24+00:00,seller_confirmed,high,1.0
rooneyskywalker,AdvertisingSea2745,1rhjd7x,o7zgg7v,o7zjrwf,2026-03-01 02:14:23+00:00,2026-03-01 02:34:38+00:00,seller_confirmed,high,1.0
rooneyskywalker,UsEr_NaMe_0915,1rhjd7x,o7zb9dj,o7zjonf,2026-03-01 01:42:43+00:00,2026-03-01 02:34:04+00:00,seller_confirmed,high,1.0
rooneyskywalker,gymleader44,1rhjd7x,o7z4jpt,o7z5qxd,2026-03-01 01:01:22+00:00,2026-03-01 01:08:40+00:00,seller_confirmed,high,1.0
FuzzyDunlopSeeEye,NorthStarGold,1rgord2,o7tahnf,o7tcvtc,2026-02-28 02:32:16+00:00,2026-02-28 02:47:11+00:00,seller_confirmed,high,1.0
zenpathfinder,samsear,1rfylzu,o7npogh,o7npre6,2026-02-27 06:28:26+00:00,2026-02-27 06:29:06+00:00,seller_confirmed,high,1.0
zenpathfinder,Duriel48,1rfylzu,o7oex7x,o7pg045,2026-02-27 10:19:06+00:00,2026-02-27 14:33:31+00:00,seller_confirmed,high,1.0
rooneyskywalker,Accomplished_Let3636,1rexxa8,o7g04s8,o7g0yud,2026-02-26 02:27:45+00:00,2026-02-26 02:32:27+00:00,seller_confirmed,high,1.0
rooneyskywalker,drtacotickler,1rexxa8,o7g15z9,o7g35lr,2026-02-26 02:33:34+00:00,2026-02-26 02:44:48+00:00,seller_confirmed,high,1.0
rooneyskywalker,fatlardo,1rexxa8,o7g4jc2,o7g6dvl,2026-02-26 02:52:36+00:00,2026-02-26 03:03:13+00:00,seller_confirmed,high,1.0
rooneyskywalker,chi_town_steve,1rexxa8,o7g6qgq,o7g8ikx,2026-02-26 03:05:15+00:00,2026-02-26 03:15:38+00:00,seller_confirmed,high,1.0
xxSpeedysxx,Taco_2s_day,1ricuqa,o85k6fe,o8ipsce,2026-03-02 01:22:55+00:00,2026-03-04 01:45:47+00:00,seller_confirmed,high,1.0
zenpathfinder,battosaimanslayer,1rhpokv,o80pwtn,o829o5o,2026-03-01 07:53:59+00:00,2026-03-01 15:11:17+00:00,seller_confirmed,high,1.0
zenpathfinder,Lonely-Debt5699,1rhpokv,o81q263,o829v24,2026-03-01 13:16:41+00:00,2026-03-01 15:12:15+00:00,seller_confirmed,high,1.0
zenpathfinder,Hank-griff,1rhpokv,o81spu8,o829j4a,2026-03-01 13:34:07+00:00,2026-03-01 15:10:33+00:00,seller_confirmed,high,1.0
zenpathfinder,Impressive_Sir_3886,1rhpokv,o82fp5v,o82ghwy,2026-03-01 15:41:25+00:00,2026-03-01 15:45:22+00:00,seller_confirmed,high,1.0
zenpathfinder,McMackMadWack,1rpnup2,o9pipxt,o9pk8f3,2026-03-10 18:03:27+00:00,2026-03-10 18:10:46+00:00,seller_confirmed,high,1.0
zenpathfinder,plasticarmsrace,1rpnup2,o9ns153,o9oth8t,2026-03-10 12:46:30+00:00,2026-03-10 16:02:38+00:00,seller_confirmed,high,1.0
zenpathfinder,PsychologicalZone748,1rpnup2,o9ngjda,o9os2be,2026-03-10 11:29:31+00:00,2026-03-10 15:55:53+00:00,seller_confirmed,high,1.0
zenpathfinder,Few_Weather37,1rpnup2,o9megpz,o9mgcrr,2026-03-10 05:35:54+00:00,2026-03-10 05:52:55+00:00,seller_confirmed,high,1.0
rooneyskywalker,TasteMaleficent,1rpjysn,o9lipi3,o9liu79,2026-03-10 01:54:22+00:00,2026-03-10 01:55:09+00:00,seller_confirmed,high,1.0
rooneyskywalker,REALArmlessHobo,1rpjysn,o9llbq0,o9lljuy,2026-03-10 02:09:45+00:00,2026-03-10 02:11:03+00:00,seller_confirmed,high,1.0
